book,about_auth
30684747183,"Journalist, short story writer, and satirist Ambrose Bierce (1842-1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30724501632,"Journalist, short story writer, and satirist Ambrose Bierce (1842-1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30575015104,"Journalist, short story writer, and satirist Ambrose Bierce (1842-1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30516511323,"Journalist, short story writer, and satirist Ambrose Bierce (1842-1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30699820972,"Journalist, short story writer, and satirist Ambrose Bierce (1842-1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
17959936371,"Journalist, short story writer, and satirist Ambrose Bierce (1842-1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30565261346,"Journalist, short story writer, and satirist Ambrose Bierce (1842-1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
6021818281,"Journalist, short story writer, and satirist Ambrose Bierce (1842-1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30735710630,"Journalist, short story writer, and satirist Ambrose Bierce (1842-1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30588794337,"Journalist, short story writer, and satirist Ambrose Bierce (1842-1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30740331821,"Journalist, short story writer, and satirist Ambrose Bierce (1842-1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30657514915,"Journalist, short story writer, and satirist Ambrose Bierce (1842-1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30712311881,"Journalist, short story writer, and satirist Ambrose Bierce (1842�1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30657037242,"Journalist, short story writer, and satirist Ambrose Bierce (1842�1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30447601404,"Journalist, short story writer, and satirist Ambrose Bierce (1842�1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30740294047,"Journalist, short story writer, and satirist Ambrose Bierce (1842�1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30740897412,"Journalist, short story writer, and satirist Ambrose Bierce (1842�1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30474910092,"Journalist, short story writer, and satirist Ambrose Bierce (1842�1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30699298604,"Journalist, short story writer, and satirist Ambrose Bierce (1842�1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences. His other Thrift Editions include The Devil's Dictionary, An Occurrence at Owl Creek Bridge and Other Stories, and Civil War Stories.�                        "
30699115970,"Journalist, short story writer, and satirist Ambrose Bierce (1842�1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences. His other Thrift Editions include The Devil's Dictionary, An Occurrence at Owl Creek Bridge and Other Stories, and Civil War Stories.�                        "
30323945297,"Journalist, short story writer, and satirist Ambrose Bierce (1842�1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30699841012,"Journalist, short story writer, and satirist Ambrose Bierce (1842�1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences. His other Thrift Editions include The Devil's Dictionary, An Occurrence at Owl Creek Bridge and Other Stories, and Civil War Stories.�                        "
30505251011,"Journalist, short story writer, and satirist Ambrose Bierce (1842�1914) was equally adept in a variety of genres, from ghost stories to poetry to political commentary. Bierce's fiction is particularly distinguished by its realistic depictions of the author's Civil War experiences.                        "
30704986795,"Julio Verne (Nantes, 8 de febrero de 1828 Amiens, 24 de marzo de 1905), fue un escritor franc�s de novelas de aventuras. Es considerado junto a H. G. Wells uno de los padres de la ciencia ficci�n. Es el segundo autor m�s traducido de todos los tiempos, despu�s de Agatha Christie, con 4.185 traducciones, de acuerdo al Index Translationum. Algunas de sus obras han sido adaptadas al cine. Predijo con gran exactitud en sus relatos fant�sticos la aparici�n de algunos de los productos generados por el avance tecnol�gico del siglo XX, como la televisi�n, los helic�pteros, los submarinos o las naves espaciales. Fue condecorado con la Legi�n de Honor por sus aportes a la educaci�n y a la ciencia.                        "
30715445121,"Katharine Kroeber Wiley, the daughter of a scholar and a sculptor, has a degree in English Literature from Occidental College. Her work has appeared in Boundary Two and the recent book, Lore of the Dolphin. She is currently working on a book on Victorian Christmas writings.                         "
22620324936,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
2795338710,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30405755303,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30255639397,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30339141978,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
1428681247,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30744911138,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30715054889,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30352489039,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30417719154,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
12286806950,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
22559208238,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30293395022,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30048732560,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
22408970110,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30163735751,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
1060238183,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30563795646,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30424357933,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30731096926,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
22779211497,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30671304729,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30666768890,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
22620328373,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30227344693,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30444770994,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
589259379,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
6185623518,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
168392700,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30599182530,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30694564284,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30649475710,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
22322432622,"Kirby Heyborne is an accomplished actor, musician, and comedian who has received a number of AudioFile Earphones Awards for his audiobook narrations. He has had starring roles in over a dozen features and many short films. Kirby is also a cofounder and director of the Los Angeles-based improv comedy group The Society.                        "
30697558248,"Known as �The Myth of Amherst� for her withdrawal from society while still a young women, Emily Dickinson (1830-1886) had an inner life that was deeply emotional and intense. She know rapture and despair, pondered the wonder of God and the meaning of death. She broke tradition and was criticized for her seminal experiments with unorthodox phrasing, rhyme and broken meter, within concise verse forms, thus becoming an innovator and forerunner of modern poets.                        "
30698911914,"Known as �The Myth of Amherst� for her withdrawal from society while still a young women, Emily Dickinson (1830-1886) had an inner life that was deeply emotional and intense. She know rapture and despair, pondered the wonder of God and the meaning of death. She broke tradition and was criticized for her seminal experiments with unorthodox phrasing, rhyme and broken meter, within concise verse forms, thus becoming an innovator and forerunner of modern poets.                        "
30739222853,"Known as �The Myth of Amherst� for her withdrawal from society while still a young women, Emily Dickinson (1830-1886) had an inner life that was deeply emotional and intense. She know rapture and despair, pondered the wonder of God and the meaning of death. She broke tradition and was criticized for her seminal experiments with unorthodox phrasing, rhyme and broken meter, within concise verse forms, thus becoming an innovator and forerunner of modern poets.                        "
30738926661,"Known as �The Myth of Amherst� for her withdrawal from society while still a young women, Emily Dickinson (1830-1886) had an inner life that was deeply emotional and intense. She know rapture and despair, pondered the wonder of God and the meaning of death. She broke tradition and was criticized for her seminal experiments with unorthodox phrasing, rhyme and broken meter, within concise verse forms, thus becoming an innovator and forerunner of modern poets.                        "
30666540443,"Known as �The Myth of Amherst� for her withdrawal from society while still a young women, Emily Dickinson (1830-1886) had an inner life that was deeply emotional and intense. She know rapture and despair, pondered the wonder of God and the meaning of death. She broke tradition and was criticized for her seminal experiments with unorthodox phrasing, rhyme and broken meter, within concise verse forms, thus becoming an innovator and forerunner of modern poets.                        "
30612886464,"Known as �The Myth of Amherst� for her withdrawal from society while still a young women, Emily Dickinson (1830-1886) had an inner life that was deeply emotional and intense. She know rapture and despair, pondered the wonder of God and the meaning of death. She broke tradition and was criticized for her seminal experiments with unorthodox phrasing, rhyme and broken meter, within concise verse forms, thus becoming an innovator and forerunner of modern poets.                        "
30434464380,"Known as �The Myth of Amherst� for her withdrawal from society while still a young women, Emily Dickinson (1830-1886) had an inner life that was deeply emotional and intense. She know rapture and despair, pondered the wonder of God and the meaning of death. She broke tradition and was criticized for her seminal experiments with unorthodox phrasing, rhyme and broken meter, within concise verse forms, thus becoming an innovator and forerunner of modern poets.                        "
30699487840,"Known for his barbed wit, Oscar Wilde was one of the most successful late-Victorian playwrights and a great celebrity. The Importance of Being Earnest and The Picture of Dorian Gray are among his best known works. He is perhaps most famous for his trial, in which he eloquently defended homosexual love and was sentenced to two years of hard labor.                        "
30697656860,"Known for his barbed wit, Oscar Wilde was one of the most successful late-Victorian playwrights and a great celebrity. The Importance of Being Earnest and The Picture of Dorian Gray are among his best known works. He is perhaps most famous for his trial, in which he eloquently defended homosexual love and was sentenced to two years of hard labor.                        "
30699438056,"Kriss Stephens lives in the New Orleans area. When not investigating hauntings for her next book or speaking at conferences, she can be found in the woods looking for her latest obsession; bigfoot.                        "
30739366106,"Kyle Freeman, a Sherlock Holmes enthusiast for many years, earned two graduate degrees in English literature from Columbia University, where his major was twentieth-century British literature.                        "
30749501423,"Kyle Freeman, a Sherlock Holmes enthusiast for many years, earned two graduate degrees in English literature from Columbia University, where his major was twentieth-century British literature.                        "
30749710041,"Kyle Freeman, a Sherlock Holmes enthusiast for many years, earned two graduate degrees in English literature from Columbia University, where his major was twentieth-century British literature.                        "
30748860136,"Kyle Freeman, a Sherlock Holmes enthusiast for many years, earned two graduate degrees in English literature from Columbia University, where his major was twentieth-century British literature.                        "
30704210286,"L. J. Swingle is Professor Emeritus of English Literature at the University of Kentucky, where his primary field of study is the intellectual contexts of British Romanticism as reflected in the works of eighteenth- and nineteenth-century poets and novelists.                        "
30747664661,"L. J. Swingle is Professor Emeritus of English Literature at the University of Kentucky, where his primary field of study is the intellectual contexts of British Romanticism as reflected in the works of eighteenth- and nineteenth-century poets and novelists.                        "
372101494,"L. Sprague de Camp, a SFWA Grand Master and winner of the World Fantasy Award for Life Achievement, wrote the definitive biography of Conan's creator, Robert E. Howard. De Camp died in 2000.Lin Carter was the key figure behind the popular Ballantine Adult Fantasy Series of the 1970s. He died in 1988.                        "
5812643104,"L. Sprague de Camp, a SFWA Grand Master and winner of the World Fantasy Award for Life Achievement, wrote the definitive biography of Conan's creator, Robert E. Howard. De Camp died in 2000.Lin Carter was the key figure behind the popular Ballantine Adult Fantasy Series of the 1970s. He died in 1988.Bj�rn Nyberg first began collaborating with de Camp on Conan works in the 1950s. He lives in France.                        "
22865038030,"L. Sprague de Camp, a SFWA Grand Master and winner of the World Fantasy Award for Life Achievement, wrote the definitive biography of Conan's creator, Robert E. Howard. De Camp died in 2000.Lin Carter was the key figure behind the popular Ballantine Adult Fantasy Series of the 1970s. He died in 1988.Bj�rn Nyberg first began collaborating with de Camp on Conan works in the 1950s. He lives in France.                        "
9633256678,"L. Sprague de Camp, a SFWA Grand Master and winner of the World Fantasy Award for Life Achievement, wrote the definitive biography of Conan's creator, Robert E. Howard. De Camp died in 2000.Lin Carter was the key figure behind the popular Ballantine Adult Fantasy Series of the 1970s. He died in 1988.Bj�rn Nyberg first began collaborating with de Camp on Conan works in the 1950s. He lives in France.                        "
30717861045,"L. Sprague de Camp, a SFWA Grand Master and winner of the World Fantasy Award for Life Achievement, wrote the definitive biography of Conan's creator, Robert E. Howard. De Camp died in 2000.Lin Carter was the key figure behind the popular Ballantine Adult Fantasy Series of the 1970s. He died in 1988.Bj�rn Nyberg first began collaborating with de Camp on Conan works in the 1950s. He lives in France.                        "
30694516963,"L. Sprague de Camp, a SFWA Grand Master and winner of the World Fantasy Award for Life Achievement, wrote the definitive biography of Conan's creator, Robert E. Howard. De Camp died in 2000.Lin Carter was the key figure behind the popular Ballantine Adult Fantasy Series of the 1970s. He died in 1988.Bj�rn Nyberg first began collaborating with de Camp on Conan works in the 1950s. He lives in France.                        "
22585196763,"L. Sprague de Camp, a SFWA Grand Master and winner of the World Fantasy Award for Life Achievement, wrote the definitive biography of Conan's creator, Robert E. Howard. De Camp died in 2000.Lin Carter was the key figure behind the popular Ballantine Adult Fantasy Series of the 1970s. He died in 1988.Bj�rn Nyberg first began collaborating with de Camp on Conan works in the 1950s. He lives in France.                        "
30455989355,"L. Sprague de Camp, a SFWA Grand Master and winner of the World Fantasy Award for Life Achievement, wrote the definitive biography of Conan's creator, Robert E. Howard. De Camp died in 2000.Lin Carter was the key figure behind the popular Ballantine Adult Fantasy Series of the 1970s. He died in 1988.Bj�rn Nyberg first began collaborating with de Camp on Conan works in the 1950s. He lives in France.                        "
30441746897,"L. Sprague de Camp, a SFWA Grand Master and winner of the World Fantasy Award for Life Achievement, wrote the definitive biography of Conan's creator, Robert E. Howard. De Camp died in 2000.Lin Carter was the key figure behind the popular Ballantine Adult Fantasy Series of the 1970s. He died in 1988.Bj�rn Nyberg first began collaborating with de Camp on Conan works in the 1950s. He lives in France.                        "
20652986673,"L. Sprague de Camp, a SFWA Grand Master and winner of the World Fantasy Award for Life Achievement, wrote the definitive biography of Conan's creator, Robert E. Howard. De Camp died in 2000.Lin Carter was the key figure behind the popular Ballantine Adult Fantasy Series of the 1970s. He died in 1988.Bj�rn Nyberg first began collaborating with de Camp on Conan works in the 1950s. He lives in France.                        "
30740419516,"L. Sprague de Camp, a SFWA Grand Master and winner of the World Fantasy Award for Life Achievement, wrote the definitive biography of Conan's creator, Robert E. Howard. De Camp died in 2000.Lin Carter was the key figure behind the popular Ballantine Adult Fantasy Series of the 1970s. He died in 1988.Bj�rn Nyberg first began collaborating with de Camp on Conan works in the 1950s. He lives in France.                        "
30037433994,"L. Sprague de Camp, a SFWA Grand Master and winner of the World Fantasy Award for Life Achievement, wrote the definitive biography of Conan's creator, Robert E. Howard. De Camp died in 2000.Lin Carter was the key figure behind the popular Ballantine Adult Fantasy Series of the 1970s. He died in 1988.Bj�rn Nyberg first began collaborating with de Camp on Conan works in the 1950s. He lives in France.                        "
22400471265,"L. Sprague de Camp, a SFWA Grand Master and winner of the World Fantasy Award for Life Achievement, wrote the definitive biography of Conan's creator, Robert E. Howard. De Camp died in 2000.Lin Carter was the key figure behind the popular Ballantine Adult Fantasy Series of the 1970s. He died in 1988.Bj�rn Nyberg first began collaborating with de Camp on Conan works in the 1950s. He lives in France.                        "
30686904095,"L. Sprague de Camp, a SFWA Grand Master and winner of the World Fantasy Award for Life Achievement, wrote the definitive biography of Conan's creator, Robert E. Howard. De Camp died in 2000.Lin Carter was the key figure behind the popular Ballantine Adult Fantasy Series of the 1970s. He died in 1988.Bj�rn Nyberg first began collaborating with de Camp on Conan works in the 1950s. He lives in France.                        "
30618902668,"Largely unrecognized during his lifetime, William Blake was a visionary English poet, painter, and printmaker. His wide-ranging influence can be seen in genres from theology and literature to popular music and graphic novels.                        "
30697419880,"Largely unrecognized during his lifetime, William Blake was a visionary English poet, painter, and printmaker. His wide-ranging influence can be seen in genres from theology and literature to popular music and graphic novels.                        "
30473755972,"Largely unrecognized during his lifetime, William Blake was a visionary English poet, painter, and printmaker. His wide-ranging influence can be seen in genres from theology and literature to popular music and graphic novels.                        "
30636313044,"Largely unrecognized during his lifetime, William Blake was a visionary English poet, painter, and printmaker. His wide-ranging influence can be seen in genres from theology and literature to popular music and graphic novels.                        "
22675427023,"Largely unrecognized during his lifetime, William Blake was a visionary English poet, painter, and printmaker. His wide-ranging influence can be seen in genres from theology and literature to popular music and graphic novels.                        "
30694779310,"Leigh Brackett was an accomplished and prolific writer of fantasy and SF, as well as a Hollywood screen writer. She worked on scripts for films such as THE BIG SLEEP, THE LONG GOODBYE and RIO BRAVO, and received a posthumous HUGO AWARD for the script for THE EMPIRE STRIKES BACK.                        "
30643119848,"Leigh Brackett was an accomplished and prolific writer of fantasy and SF, as well as a Hollywood screen writer. She worked on scripts for films such as THE BIG SLEEP, THE LONG GOODBYE and RIO BRAVO, and received a posthumous HUGO AWARD for the script for THE EMPIRE STRIKES BACK.                        "
30733014840,"Lord Dunsany (1878�1957) was the pen name for Edward Plunkett, an Irish writer and dramatist. During his lifetime, he published more than eighty books, as well as hundreds of short stories and several successful plays. Dunsany, most noted for his writing of fantasy, influenced such writers as H. P. Lovecraft, Arthur C. Clarke, Neil Gaiman, and many others.                        "
22853869731,"Lord Dunsany (1878�1957) was the pen name for Edward Plunkett, an Irish writer and dramatist. During his lifetime, he published more than eighty books, as well as hundreds of short stories and several successful plays. Dunsany, most noted for his writing of fantasy, influenced such writers as H. P. Lovecraft, Arthur C. Clarke, Neil Gaiman, and many others.                        "
22922173703,"Lord Dunsany (1878�1957) was the pen name for Edward Plunkett, an Irish writer and dramatist. During his lifetime, he published more than eighty books, as well as hundreds of short stories and several successful plays. Dunsany, most noted for his writing of fantasy, influenced such writers as H. P. Lovecraft, Arthur C. Clarke, Neil Gaiman, and many others.                        "
30752534836,"Lord Dunsany (1878�1957) was the pen name for Edward Plunkett, an Irish writer and dramatist. During his lifetime, he published more than eighty books, as well as hundreds of short stories and several successful plays. Dunsany, most noted for his writing of fantasy, influenced such writers as H. P. Lovecraft, Arthur C. Clarke, Neil Gaiman, and many others.                        "
30748204126,"Lord Dunsany (1878�1957) was the pen name for Edward Plunkett, an Irish writer and dramatist. During his lifetime, he published more than eighty books, as well as hundreds of short stories and several successful plays. Dunsany, most noted for his writing of fantasy, influenced such writers as H. P. Lovecraft, Arthur C. Clarke, Neil Gaiman, and many others.                        "
30716336339,"Lord Dunsany was Edward John Moreton Drax Plunkett, the eighteenth baron of an ancient line. He hunted lions in Africa, taught English in Athens, fought in the Boer and Kaiserian wars, and was wounded in the service of his country. As senior peer of Ireland, he saw three sovereigns crowned at Westminster; part of the renaissance of Irish drama, he hobnobbed with Yeats and Synge and Lady Gregory during the great days of Dublin's Abbey Theatre. He was peer, sportsman, soldier, playwright, globe-trotter, and once chess champion of Ireland, Scotland, and Wales. He wrote more than sixty books before his death in 1957 and influenced some of the greatest writers of our time.                        "
30666002299,"Lord Dunsany was Edward John Moreton Drax Plunkett, the eighteenth baron of an ancient line. He hunted lions in Africa, taught English in Athens, fought in the Boer and Kaiserian wars, and was wounded in the service of his country. As senior peer of Ireland, he saw three sovereigns crowned at Westminster; part of the renaissance of Irish drama, he hobnobbed with Yeats and Synge and Lady Gregory during the great days of Dublin's Abbey Theatre. He was peer, sportsman, soldier, playwright, globe-trotter, and once chess champion of Ireland, Scotland, and Wales. He wrote more than sixty books before his death in 1957 and influenced some of the greatest writers of our time.                        "
