,book
6220,30679109109
6221,30669702994
6222,30453296424
6223,22408996555
6224,12917532165
6225,30270250286
6226,30437600035
6227,30708370308
6228,30604621377
6229,30697612790
6230,22330013346
6231,30699073360
6232,14781990291
6233,30737315891
6234,22594336606
6235,20321053675
6236,5758022986
6237,7262375300
6238,30625459214
6239,30137480260
6240,30737385430
6241,30612829502
6242,30267528421
6243,30256432945
6244,7232799225
6245,30140281496
6246,7360671663
6247,30712864233
6248,30137460426
6249,16706849542
6250,30162467109
6251,30623070341
6252,30575425822
6253,30444236510
6254,30723223467
6255,1408774154
6256,30706429804
6257,30554314303
6258,13175978449
6259,22903806850
6260,30271998111
6261,22844628306
6262,30742135032
6263,30322295386
6264,30268641284
6265,30693829714
6266,18310960659
6267,30137572921
6268,30136295921
6269,30271428623
6270,15173959176
6271,30643948175
6272,21660993446
6273,14461325310
6274,30711698104
6275,30492407529
6276,5467323009
6277,30137473208
6278,30712847588
6279,30606809364
6280,30607766643
6281,9308934845
6282,11307797148
6283,30405396618
6284,821217069
6285,30722342801
6286,17289920046
6287,30275624548
6288,30137476932
6289,30414931671
6290,1128435369
6291,22901180292
6292,30664104772
6293,30449799389
6294,17988219912
6295,693244008
6296,30737760794
6297,30138201394
6298,30691007998
6299,30650024063
6300,30577379569
6301,19060939963
6302,30746252311
6303,1362280519
6304,9168474997
6305,5064367115
6306,995951978
6307,30749479835
6308,30463158231
6309,30499931391
6310,22555058233
6311,30590967751
6312,30740400097
6313,30614265669
6314,1304500422
6315,30407648464
6316,30372419023
6317,30614520696
6318,30428582338
6319,30282659286
6320,30419529984
6321,22413534568
6322,30737163908
6323,30453995359
6324,30137478753
6325,22859118723
6326,14345160123
6327,30733254612
6328,9259715162
6329,11120462409
6330,22880385894
6331,30522755977
6332,30689350932
6333,30617398212
6334,30668224116
6335,30240259818
6336,30687553204
6337,30606888542
6338,8770350770
6339,30287693907
6340,249091258
6341,30266293124
6342,30595766956
6343,22571528217
6344,30137524700
6345,30282658890
6346,30464051307
6347,30585347721
6348,3230268197
6349,30616217359
6350,30745158504
6351,30508713210
6352,30686147481
6353,30733547355
6354,2852738685
6355,30424257484
6356,30696792698
6357,30733147845
6358,17744136306
6359,30324756205
6360,30391925830
6361,30693201042
6362,30303040859
6363,30743556391
6364,22924800885
6365,30371501380
6366,30269449281
6367,30082303170
6368,76653800
6369,1174435693
6370,30739743409
6371,30295952701
6372,8942622939
6373,30570011962
6374,30661453910
6375,30589393523
6376,975731939
6377,11254999557
6378,18644421843
6379,30438906834
6380,30697837428
6381,30691993712
6382,30587634545
6383,30697485938
6384,30377316722
6385,1071473868
6386,5467365175
6387,30575352944
6388,30471161509
6389,30747389124
6390,30451825317
6391,30699070163
6392,30615969322
6393,11083519703
6394,30699307001
6395,30737435625
6396,30339328685
6397,30748246559
6398,30184093403
6399,30737874872
6400,30710533240
6401,22408997126
6402,30445042201
6403,20722172216
6404,30358789301
6405,30702935530
6406,21525839424
6407,30628142217
6408,30441746897
6409,30585203150
6410,18977884101
6411,22408970116
6412,22707166985
6413,22765278864
6414,16323959286
6415,30651594174
6416,12392232895
6417,30035770233
6418,30655702234
6419,30735279975
6420,20399170187
6421,30563797575
6422,30717741992
6423,500778315
6424,2576484389
6425,22535152806
6426,9742411001
6427,22404108945
6428,30698770246
6429,30691186562
6430,8683839162
6431,30733502362
6432,30239615589
6433,30310721089
6434,30275771191
6435,30716746941
6436,30174069054
6437,30743710927
6438,22901331884
6439,22641192050
6440,30577464767
6441,30744595203
6442,30616205458
6443,30260059864
6444,1036123931
6445,30568590703
6446,30717321361
6447,30334124235
6448,30738069511
6449,1362660776
6450,30613215778
6451,30692730592
6452,93651687
6453,30534613598
6454,30697830029
6455,74267172
6456,22533413916
6457,30597690445
6458,30700168003
6459,30642318602
6460,30492630935
6461,30697800841
6462,30738417648
6463,75326809
6464,9309448195
6465,3017673348
6466,30506714314
6467,30699378477
6468,30491727453
6469,30669697251
6470,30490800249
6471,19675227218
6472,30588750974
6473,30282661522
6474,11665918956
6475,30649384871
6476,30722952502
6477,30664633613
6478,30744569549
6479,30707750402
6480,30620229292
6481,30436794983
6482,30520589617
6483,30697384429
6484,30733870358
6485,10335068515
6486,30321521903
6487,16871413041
6488,22732607947
6489,30253512829
6490,19497620906
6491,30465801773
6492,30737427652
6493,30430889618
6494,30520535915
6495,30665755067
6496,30712761028
6497,30568474638
6498,1047913592
6499,30727537904
6500,22513679909
6501,30631180641
6502,30744348359
6503,30616481492
6504,30526590236
6505,30586058691
6506,30428642389
6507,619688794
6508,30739858827
6509,30739748731
6510,30739297260
6511,30742129215
6512,30647738240
6513,30746863131
6514,22427974563
6515,259427130
6516,30354833649
6517,30505778255
6518,30619589297
6519,30601411809
6520,30738242830
6521,30621181506
6522,30137484919
6523,30267626863
6524,30551329925
6525,30336816114
6526,30744101299
6527,8186553039
6528,18808047026
6529,30741499731
6530,30137482103
6531,30489049968
6532,30206946760
6533,30336560867
6534,30137484012
6535,30315259207
6536,30696005079
6537,22882317304
6538,724618007
6539,30692035694
6540,30656359668
6541,30062567193
6542,30686546984
6543,12791164471
6544,30272461260
6545,30577383565
6546,30706813660
6547,22911929151
6548,30137480257
6549,30455988405
6550,30427588018
6551,30606265973
6552,30611848959
6553,30172302772
6554,30518827784
6555,30727992359
6556,30738881083
6557,30580459480
6558,30692995390
6559,30509336632
6560,30282661769
6561,30697808233
6562,30738591295
6563,30149748215
6564,30660094909
6565,30734929883
6566,30253121372
6567,18670593497
6568,30623261225
6569,30551327216
6570,30661976960
6571,902321458
6572,984502876
6573,22618054214
6574,30747480451
6575,30697357757
6576,30384720522
6577,30622853167
6578,13249478451
6579,30265475406
6580,30281324589
6581,30604957867
6582,30568022617
6583,3879449256
6584,30698749252
6585,30605180080
6586,30275932043
6587,30722955381
6588,30665880149
6589,30605985924
6590,12298373925
6591,30266737396
6592,71954541
6593,1236210195
6594,30725198804
6595,30648093953
6596,30135802086
6597,22849166916
6598,30665740719
6599,2154647721
6600,30689108161
6601,3547448912
6602,30734757909
6603,20433011563
6604,30573850321
6605,30049170918
6606,30628475989
6607,817963113
6608,30693367406
6609,30744935566
6610,14312204249
6611,30606164086
6612,1156131012
6613,30379673975
6614,11221316657
6615,30667361012
6616,14262942574
6617,30279209998
6618,30137543972
6619,30699499073
6620,20732397376
6621,30046191457
6622,30474560305
6623,30733143808
6624,30656992403
6625,5467327675
6626,8148501479
6627,12453336010
6628,30294282982
6629,30726544255
6630,30735256560
6631,12569960633
6632,30575348521
6633,22398882985
6634,30410507496
6635,13686906972
6636,30265368419
6637,30748859563
6638,30698916980
6639,30697821642
6640,30583390236
6641,30693610099
6642,30696559683
6643,30451862145
6644,30737576537
6645,30564354676
6646,893249769
6647,30601279714
6648,898001305
6649,1014249481
6650,30669021289
6651,30551320875
6652,8886920656
6653,850316676
6654,30574222692
6655,30611112157
6656,30137479612
6657,30604897613
6658,30137532687
6659,30715058953
6660,30662352921
6661,30739864692
6662,6774816150
6663,815969151
6664,30530747641
6665,2212389845
6666,30137481208
6667,30462406692
6668,22585982488
6669,30702933653
6670,30451406786
6671,17371950922
6672,30241864143
6673,30692945952
6674,30472024737
6675,22844622472
6676,30733249146
6677,30738852476
6678,30699170978
6679,30689742198
6680,30740517085
6681,20591372091
6682,30099036480
6683,30519375985
6684,30137479616
6685,12923717633
6686,17309479142
6687,30105296320
6688,30733508683
6689,30617516101
6690,16428300969
6691,30345939527
6692,13942629986
6693,30733520949
6694,30748874281
6695,30301426630
6696,8287033198
6697,30424869769
6698,30217834094
6699,30137467649
6700,30607995255
6701,30589391661
6702,30455541753
6703,186741428
6704,30749501423
6705,22737143628
6706,30335453204
6707,19199525647
6708,30704998278
6709,429337182
6710,30268911142
6711,30749710041
6712,30575227451
6713,30551327230
6714,18700775715
6715,30739713939
6716,30697270008
6717,15855587719
6718,30137573024
6719,30536830771
6720,30667374409
6721,30668244273
6722,30662094145
6723,30343892169
6724,8155792177
6725,587410150
6726,30276440488
6727,30712475202
6728,1256206301
6729,30137511905
6730,30734884357
6731,30699408145
6732,10242780695
6733,30697616901
6734,1026868295
6735,12009737882
6736,30604964020
6737,30749367201
6738,30282662778
6739,882267978
6740,30703590280
6741,5852671442
6742,30630059468
6743,30559387003
6744,30325048197
6745,30059295880
6746,30658535885
6747,30162458788
6748,30270335382
6749,30740175031
6750,30720962990
6751,30137540346
6752,203139294
6753,30720937001
6754,30601018949
6755,30739315285
6756,30686154991
6757,30699949331
6758,13489136959
6759,30698281723
6760,30606451788
6761,30630593604
6762,30137544968
6763,30573265015
6764,30662211120
6765,30531024850
6766,9314360862
6767,30636313044
6768,22572119338
6769,30366545047
6770,8995431339
6771,30660114636
6772,30443089867
6773,30573995131
6774,30740734646
6775,20223584430
6776,20837193306
6777,30697973821
6778,161605164
6779,30596133408
6780,20469058220
6781,18495574260
6782,30744760812
6783,104990066
6784,30594229749
6785,30280312483
6786,30714896387
6787,30553534052
6788,30060666804
6789,30456077203
6790,10405085600
6791,30699541561
6792,22505001773
6793,30698968816
6794,30699070883
6795,30631912197
6796,30580446203
6797,30266692875
6798,263925654
6799,30019226980
6800,30575415228
6801,30712646041
6802,30218864649
6803,30577528316
6804,30028168193
6805,1314771786
6806,30741940449
6807,30737360821
6808,30642733342
6809,30457658350
6810,30738928616
6811,13200110455
6812,30616011517
6813,30699211260
6814,12154872863
6815,6538546034
6816,30699373939
6817,30081565367
6818,30577552780
6819,30205455479
6820,273259618
6821,30733890367
6822,30605088460
6823,30131091148
6824,295444012
6825,30726244245
6826,30375547013
6827,30698204983
6828,30582647254
6829,18455449
6830,30765829938
6831,30605395166
6832,30592933134
6833,30420808807
6834,22665761589
6835,30592015215
6836,30738963168
6837,20338166091
6838,30373362461
6839,30699170986
6840,30406064182
6841,30510211660
6842,30733039263
6843,30635444094
6844,16116359654
6845,30419398771
6846,30591661420
6847,30310721090
6848,30603045542
6849,19053423360
6850,30192012755
6851,30699448725
6852,30700120979
6853,30451803785
6854,30630119614
6855,30723046083
6856,30621831972
6857,25402700
6858,30697439186
6859,30742712670
6860,22903499270
6861,30666518042
6862,30695593097
6863,30006215342
6864,30411713552
6865,10042376521
6866,30655526439
6867,30615147334
6868,1418092990
6869,30164865635
6870,17004356569
6871,17321033437
6872,30748319081
6873,16542309530
6874,30506896332
6875,30733061678
6876,30699612419
6877,30346436952
6878,30720797327
6879,30583522693
6880,30725401637
6881,30320590442
6882,30669932742
6883,30710720903
6884,30687916129
6885,22540084126
6886,30736838393
6887,30272422048
6888,30699494847
6889,30508896190
6890,30061677364
6891,22908202766
6892,30739468647
6893,22428707562
6894,16596202671
6895,30034188559
6896,30598470459
6897,17004358135
6898,22780723688
6899,30706120130
6900,22522700240
6901,30629506866
6902,30268481506
6903,30291747387
6904,4974553488
6905,30139087526
6906,30706816484
6907,30302322626
6908,30717504047
6909,30137476836
6910,30661340620
6911,30561634323
6912,30699641289
6913,30630656528
6914,30734078516
6915,30137570440
6916,11911277529
6917,30509616515
6918,30703820512
6919,30697840411
6920,30651284668
6921,30745121743
6922,30655386965
6923,19007296567
6924,30405726267
6925,22104386412
6926,22822143252
6927,30262250233
6928,22456432044
6929,22467466031
6930,30137476832
6931,30740633428
6932,30569541332
6933,30753745335
6934,30745598412
6935,30144522013
6936,30723753511
6937,30596693557
6938,30735571615
6939,30738655203
6940,30134116792
6941,30687507942
6942,30137483090
6943,30738360455
6944,30738478862
6945,30137496346
6946,22786085710
6947,30211128484
6948,30577408248
6949,30699920990
6950,30254162333
6951,30738827389
6952,22915441690
6953,30699630339
6954,30635247143
6955,308848486
6956,30398746411
6957,30697426915
6958,300775032
6959,30598824321
6960,30599387394
6961,30623233647
6962,30737740101
6963,30704504943
6964,30739200883
6965,30569900299
6966,30472463025
6967,30031408279
6968,375617382
6969,30734075639
6970,30562924855
6971,30282659419
6972,30697589680
6973,22481136212
6974,30699161484
6975,30699139656
6976,224140372
6977,21808783326
6978,30652645369
6979,30646868355
6980,19373730437
6981,30494295552
6982,30717107101
6983,11120462416
6984,30128894295
6985,30696273875
6986,30715181202
6987,30709522287
6988,30663393412
6989,7118763621
6990,30698840906
6991,30697977197
6992,10345263743
6993,30606868134
6994,276708030
6995,30715481741
6996,30722530139
6997,30584259903
6998,30582854817
6999,30627401813
7000,30739959410
7001,30637751913
7002,30401563289
7003,30706477244
7004,30660762082
7005,30711757330
7006,22505003903
7007,30026922200
7008,30733373633
7009,6774803544
7010,30558653642
7011,30100159168
7012,20001365991
7013,30531618504
7014,30159792323
7015,1002643568
7016,30692025893
7017,30137479879
7018,30411721160
7019,30603437276
7020,30137521347
7021,9527162520
7022,30709565036
7023,679028930
7024,30532492373
7025,7699227419
7026,30108168474
7027,17538808895
7028,30735572988
7029,30016591715
7030,30498535968
7031,20653501293
7032,30512236564
7033,30617472169
7034,30731096926
7035,30516943107
7036,4792327496
7037,30265797673
7038,10042376518
7039,30404653040
7040,30605319937
7041,30262584020
7042,30739778981
7043,30690901591
7044,30741552830
7045,30587528785
7046,30460786023
7047,30718523269
7048,30708349899
7049,30150739383
7050,30722914811
7051,30624802417
7052,920917862
7053,30692368715
7054,14369880067
7055,22680949616
7056,98082467
7057,20959755090
7058,30697383994
7059,22908341931
7060,30282662679
7061,17635696542
7062,30745589239
7063,30533973076
7064,30727517996
7065,30577508390
7066,30611468535
7067,204769205
7068,30701982687
7069,22924898685
7070,30749468984
7071,30667261121
7072,30508725938
7073,30037443900
7074,22413816039
7075,30718105550
7076,30551321661
7077,30271438695
7078,17228039008
7079,22696512710
7080,30736797534
7081,9787942533
7082,30648502049
7083,30383764742
7084,30240236874
7085,30518625042
7086,22904299318
7087,30745033009
7088,30738958381
7089,30268482460
7090,30321519030
7091,30625297500
7092,30697353196
7093,30617944030
7094,30608563599
7095,1141989696
7096,30275136838
7097,30524657614
7098,30611507936
7099,30551324870
7100,30266384977
7101,30671314134
7102,30446364035
7103,30717509068
7104,30697801108
7105,30699366008
7106,30139065718
7107,30738519553
7108,30413178896
7109,75161672
7110,30647205301
7111,30744902947
7112,22803262123
7113,5484830778
7114,22520788137
7115,30473332378
7116,30746354350
7117,22903783851
7118,30726874326
7119,1072664671
7120,408701562
7121,1300068323
7122,30734533919
7123,18033987695
7124,22531841501
7125,30310717891
7126,30522211751
7127,22780396348
7128,30137472561
7129,30568978951
7130,30745385820
7131,30718106324
7132,30728068649
7133,1409893345
7134,30669026158
7135,22522374020
7136,30666367225
7137,22844619803
7138,30697841179
7139,30744988095
7140,15828219337
7141,30499410398
7142,30695037929
7143,18601263765
7144,30598542039
7145,30722073130
7146,20805023687
7147,30370378663
7148,30725898203
7149,30697814994
7150,30661074493
7151,30547042755
7152,541789791
7153,18712190045
7154,22592672501
7155,30624652093
7156,16600501267
7157,30450427184
7158,30661515150
7159,30732804563
7160,11665918958
7161,30397097914
7162,30607905846
7163,30525556691
7164,30029271136
7165,30000462742
7166,30334987034
7167,22104386413
7168,30699587123
7169,30631143487
7170,30520220127
7171,30591295915
7172,30746230146
7173,30661483384
7174,30503787880
7175,30430437040
7176,4438884574
7177,30468585250
7178,30743825854
7179,30751202232
7180,21104668552
7181,30651208689
7182,13586814399
7183,30722660282
7184,22605512164
7185,30272826588
7186,30137578747
7187,10087726122
7188,22903498782
7189,30659660996
7190,30315127466
7191,30254396505
7192,30447583860
7193,22871584277
7194,30419073024
7195,30699484668
7196,30617197196
7197,30424038351
7198,22789556985
7199,14895291420
7200,30510993750
7201,22513634548
7202,30717099983
7203,20806062326
7204,12582942133
7205,30739957189
7206,30732910693
7207,1266713163
7208,22513613662
7209,286376596
7210,30749267379
7211,9955339887
7212,30625148734
7213,2102680070
7214,22779211497
7215,252703162
7216,30220052052
7217,16384871098
7218,30334569093
7219,30745381163
7220,30739649293
7221,30733318413
7222,30742304353
7223,22520788139
7224,30722936247
7225,30270380280
7226,30699346959
7227,30643323655
7228,30381009856
7229,30574961230
7230,30489328924
7231,30109893891
7232,30753757743
7233,30210927008
7234,59118317
7235,30738297097
7236,30572315554
7237,30649330793
7238,30740177713
7239,8892988065
7240,1293154510
7241,22476453931
7242,22585982484
7243,30509899624
7244,30720535831
7245,13476084502
7246,1298543009
7247,22877227116
7248,30671304729
7249,30494439678
7250,30588174392
7251,30699119098
7252,30311135997
7253,16142069000
7254,30620154151
7255,30287845534
7256,30688797540
7257,30741775330
7258,30556622041
7259,30080600580
7260,30724092202
7261,30623237011
7262,30619654945
7263,30137477801
7264,30583418944
7265,30580206940
7266,30647701238
7267,6129360905
7268,30704789027
7269,30725527839
7270,30665982159
7271,30739924505
7272,30745847906
7273,30738596503
7274,22877224285
7275,30738771236
7276,202569880
7277,6264532291
7278,17486983274
7279,30314258310
7280,22531235089
7281,30630587790
7282,8716371607
7283,30697794662
7284,30627120195
7285,22903506889
7286,14782000941
7287,4438884272
7288,30734148087
7289,30030806640
7290,30342789053
7291,30737300860
7292,17116493944
7293,30699129368
7294,30750685083
7295,30566930899
7296,30464101244
7297,81080618
7298,22894500209
7299,20355654855
7300,10300791684
7301,30014240939
7302,30174750093
7303,30708735077
7304,13242169837
7305,19170875952
7306,30516816936
7307,30699113667
7308,30449352548
7309,30699606950
7310,30335899039
7311,30718699490
7312,30737300075
7313,30272698108
7314,30137484016
7315,230905570
7316,30452640330
7317,30749516841
7318,30685244095
7319,22786084326
7320,22379581174
7321,30697609815
7322,20080340530
7323,30316392176
7324,30738927283
7325,22620328363
7326,22354411436
7327,30378379096
7328,22619234837
7329,30699377533
7330,30697565211
7331,7515561548
7332,30722883913
7333,6774817641
7334,22520277504
7335,30712494383
7336,30606130925
7337,30738651344
7338,732859854
7339,30137457598
7340,1040848197
7341,30686911364
7342,30566055797
7343,381789264
7344,30137479608
7345,30605002911
7346,30455491852
7347,30699577021
7348,30412246530
7349,30692766389
7350,30407572946
7351,22766098837
7352,30739562785
7353,30665756336
7354,30343440325
7355,30211014235
7356,8326462429
7357,30137480259
7358,30109602227
7359,30268502312
7360,1091594701
7361,30606204802
7362,30524358813
7363,30583406451
7364,30356298768
7365,20703570014
7366,30739326190
7367,30735827609
7368,30699280318
7369,30698907226
7370,30457985545
7371,1156131364
7372,22666086585
7373,30519342991
7374,30272824113
7375,21578272724
7376,61312364
7377,22852760982
7378,30727535202
7379,30144702785
7380,12595774315
7381,22408979460
7382,30243170123
7383,71946373
7384,30717005724
7385,1353737089
7386,30703848354
7387,15301278095
7388,30738740872
7389,30265911224
7390,30741079163
7391,30537733883
7392,30313257599
7393,29948319
7394,30608328340
7395,30700093116
7396,30663434707
7397,30697390905
7398,30137476843
7399,30589292658
7400,30446931569
7401,8430643074
7402,30728180313
7403,30262806164
7404,5334849970
7405,30178028093
7406,30272456404
7407,20657068659
7408,11410712382
7409,30577475174
7410,30522408900
7411,30667607147
7412,30751987847
7413,30261645489
7414,30323999078
7415,30688899045
7416,22513684981
7417,12553489689
7418,30137476042
7419,30037287169
7420,30141801216
7421,30699082926
7422,30697264996
7423,13245416150
7424,30699259702
7425,30661438142
7426,12102352082
7427,30731733602
7428,30125423498
7429,30137543008
7430,30615157427
7431,30311010244
7432,30718319136
7433,30231193991
7434,30409478138
7435,30622131177
7436,22448934370
7437,5484830768
7438,30625510481
7439,863170290
7440,30381794612
7441,30502723114
7442,30739220459
7443,20451601730
7444,30728899403
7445,30738058151
7446,30380993025
7447,30558079269
7448,30688490647
7449,30628806175
7450,1159217683
7451,30584038821
7452,30628526224
7453,30727134603
7454,30741864764
7455,30697774881
7456,30247851299
7457,30331173483
7458,14833218358
7459,30503281430
7460,8362852718
7461,30652742009
7462,30573991245
7463,30091784850
7464,22513631094
7465,30571939719
7466,11899403580
7467,30695492046
7468,30698868453
7469,22380400197
7470,30721277687
7471,30690858090
7472,30737175411
7473,30746206212
7474,30698043799
7475,30722406556
7476,897560422
7477,30573474236
7478,30137475092
7479,22861540618
7480,13096412962
7481,30345717147
7482,30735773121
7483,30137462631
7484,30716025056
7485,30679123901
7486,30747668934
7487,30738986446
7488,30746362118
7489,5370188045
7490,30738932875
7491,30636201454
7492,30604654186
7493,30400586400
7494,9695113377
7495,30612843987
7496,20732384775
7497,22723629553
7498,30660957536
7499,30327006267
7500,30396591814
7501,30699114461
7502,794446109
7503,2585363632
7504,30549303439
7505,30296525501
7506,30421581548
7507,22416893423
7508,30137481192
7509,30739898625
7510,30266522723
7511,8559114216
7512,30137484915
7513,30453954805
7514,30563007403
7515,30723048130
7516,30605169446
7517,16324278063
7518,3685474423
7519,30688509934
7520,20652986673
7521,30666348889
7522,381789256
7523,12883870881
7524,30267547029
7525,30699602522
7526,2609856368
7527,30698810069
7528,30119390152
7529,30742191948
7530,30564005025
7531,30721245915
7532,20028516608
7533,30080206348
7534,3710950034
7535,22731583075
7536,30697924889
7537,30137497113
7538,30265212200
7539,18046429869
7540,30743896063
7541,30746180302
7542,30699941723
7543,30705690009
7544,30725186676
7545,30605748129
7546,30697784402
7547,30664514078
7548,30431106680
7549,30563396569
7550,14781990690
7551,17041373873
7552,268903016
7553,30264857899
7554,30030225436
7555,30287418672
7556,30338970628
7557,30262576954
7558,30645706145
7559,30272464449
7560,22519779601
7561,30102006646
7562,30698068508
7563,735308510
7564,30625522920
7565,30588787737
7566,30740254683
7567,30137572148
7568,30697719922
7569,30668279810
7570,30712247488
7571,3242361319
7572,30445868700
7573,30501461493
7574,30050460904
7575,30325290707
7576,30184443692
7577,30706377099
7578,30561554005
7579,624547746
7580,30137481189
7581,30282187667
7582,30643167208
7583,30734713027
7584,30090302064
7585,30278778019
7586,30725881362
7587,30660731666
7588,30642361161
7589,30290991936
7590,8525574809
7591,10404769003
7592,30503768858
7593,22781855570
7594,248222574
7595,30711595010
7596,30137562861
7597,2499489018
7598,16715075061
7599,30119425763
7600,22877224282
7601,30698928414
7602,30130989983
7603,22608632971
7604,14305289192
7605,22408987863
7606,22793844412
7607,30037267223
7608,30337487973
7609,30349086940
7610,17004357559
7611,30629543256
7612,11120462431
7613,30732949644
7614,11966703224
7615,22488442863
7616,30611970167
7617,30317835686
7618,30646103883
7619,30749481517
7620,30598353380
7621,9483911921
7622,30739222853
7623,30733150357
7624,22688900692
7625,30330565047
7626,30651474562
7627,30057154971
7628,30697385714
7629,30694115005
7630,30738805681
7631,22699539308
7632,30731292352
7633,30694694705
7634,30265309882
7635,30708380314
7636,30282053998
7637,8080392568
7638,30749371076
7639,30626747960
7640,30614276809
7641,30740255481
7642,8178753525
7643,30699615654
7644,22803197035
7645,30381633052
7646,18711891640
7647,30137480254
7648,30137484020
7649,4991810375
7650,30612148555
7651,53288257
7652,30745293523
7653,17371941549
7654,30620192923
7655,30746077051
7656,5467409062
7657,22538662085
7658,13324372226
7659,30737578799
7660,30729942575
7661,30699113311
7662,30627503942
7663,30696799975
7664,7367588903
7665,30704986252
7666,30692138071
7667,1026835281
7668,30620595053
7669,30662358674
7670,30740232721
7671,30310714844
7672,30135254805
7673,30669617971
7674,30413579067
7675,30466389959
7676,12171649760
7677,30661433448
7678,30607318291
7679,30318993248
7680,30271156587
7681,1345714886
7682,30723059319
7683,30750193337
7684,30569376032
7685,30706738152
7686,30740095877
7687,30707355737
7688,30496207689
7689,30175945410
7690,30543903597
7691,30109652518
7692,30697823676
7693,30569979592
7694,30651328108
7695,30697823439
7696,30033008918
7697,30264689885
7698,30733272474
7699,167542746
7700,1936768247
7701,22819962339
7702,16118374025
7703,30568888607
7704,30415001340
7705,30699632268
7706,9011151001
7707,30140097199
7708,22841020708
7709,30612306841
7710,12612746561
7711,30267806721
7712,30405177539
7713,30405741036
7714,30614192976
7715,10075525181
7716,196981282
7717,16873495682
7718,30305194929
7719,30082154690
7720,21115065563
7721,30748862919
7722,30699637817
7723,20324540219
7724,30137491659
7725,1163126018
7726,30210501107
7727,30733507733
7728,30516354362
7729,19946029573
7730,30697412824
7731,22826397364
7732,3353422260
7733,22922341286
7734,30738612030
7735,561310790
7736,30551329922
7737,1270293452
7738,30563028482
7739,30713269903
7740,30035585485
7741,22907927620
7742,30651818808
7743,30592405868
7744,30586697697
7745,30738955594
7746,30344598588
7747,4880340257
7748,22568350908
7749,30137584218
7750,30556502311
7751,17759598492
7752,30737908838
7753,30723759032
7754,30030344306
7755,30642580268
7756,20601249024
7757,10746848473
7758,30256403075
7759,770023534
7760,203652682
7761,30177639398
7762,30570115826
7763,30737400718
7764,30622632127
7765,30619179589
7766,668798517
7767,13086447238
7768,30743797653
7769,30738941363
7770,168057808
7771,30315252780
7772,22876932504
7773,22671582460
7774,22915442429
7775,15464901046
7776,30278011268
7777,30689050743
7778,30577514354
7779,30329063799
7780,30653916821
7781,20255302964
7782,30742177023
7783,30271088338
7784,22700559616
7785,1945207404
7786,30749500749
7787,30346660092
7788,30697385886
7789,30604967437
7790,30361289308
7791,30210602560
7792,30295999000
7793,30604610013
7794,30433036085
7795,30577523159
7796,1286173022
7797,12606323896
7798,12108012226
7799,22639983322
7800,30266349804
7801,30697486924
7802,30666997931
7803,30693194792
7804,30660800011
7805,4438854578
7806,30737155568
7807,30699239387
7808,30697805280
7809,30635292649
7810,668694395
7811,30666768890
7812,1405648593
7813,30334477657
7814,30738926661
7815,30598800939
7816,30446932490
7817,30736917748
7818,30631305866
7819,30404068498
7820,20019488476
7821,3138995868
7822,8287033201
7823,30454825667
7824,30554562999
7825,2455157527
7826,30686485432
7827,30000172779
7828,30594559728
7829,30699505558
7830,30101647310
7831,30602604063
7832,30630584380
7833,30733324891
7834,30708244109
7835,30270687120
7836,30082267307
7837,30577561312
7838,458628568
7839,30361248792
7840,30618033122
7841,30428281993
7842,30725882521
7843,30699395249
7844,12163950273
7845,30330058014
7846,1752765559
7847,30699038434
7848,30735803894
7849,30647532895
7850,22630856527
7851,30109128474
7852,30573174035
7853,30699887720
7854,30620983909
7855,30551329043
7856,30725406105
7857,30739949546
7858,1036460214
7859,17751840835
7860,30405414195
7861,30550501976
7862,30738025909
7863,30735519134
7864,30584727977
7865,22617918182
7866,1409090477
7867,30195875626
7868,30282668108
7869,30577515373
7870,22378369697
7871,88289157
7872,30619680148
7873,30532506062
7874,30049349888
7875,30193247990
7876,22296918995
7877,30424001134
7878,10888942498
7879,30706697520
7880,30529760610
7881,30137483082
7882,22513613958
7883,30698947031
7884,30259932165
7885,30165724141
7886,30322305654
7887,1385160002
7888,22589345816
7889,30659567332
7890,30605084355
7891,30699420095
7892,1279220374
7893,9331689530
7894,30551320878
7895,12207244151
7896,30613919556
7897,30625832160
7898,30738124309
7899,30282877929
7900,30699218080
7901,30617712994
7902,30055805362
7903,2189498640
7904,30649468872
7905,30137470435
7906,30303323811
7907,663419831
7908,30130637878
7909,30740897412
7910,22445724212
7911,3444423462
7912,1278465886
7913,30724220521
7914,30415743152
7915,30328252406
7916,30743771476
7917,30525606186
7918,30506712186
7919,30741576149
7920,30698760506
7921,792263721
7922,30731351911
7923,30557106228
7924,30137527814
7925,30738143142
7926,30239529939
7927,30210816761
7928,30629159864
7929,30739023788
7930,30313353765
7931,30739212521
7932,17791647434
7933,30659067109
7934,30205870689
7935,30433398353
7936,16116362896
7937,30723576824
7938,30162461376
7939,30604777863
7940,129127630
7941,30665536894
7942,4438884571
7943,30694773632
7944,13181956628
7945,30644307300
7946,30570004972
7947,30137468885
7948,30708509974
7949,13340361783
7950,22559208204
7951,30731342242
7952,22877632296
7953,30714654183
7954,14781997134
7955,30636659476
7956,30384225044
7957,22420058771
7958,30706025919
7959,30667877562
7960,30430293602
7961,12923692646
7962,30569978497
7963,30574901440
7964,30492925638
7965,30735151555
7966,30699334611
7967,30697841017
7968,22817866046
7969,30697553669
7970,22609855717
7971,30584734372
7972,30238758221
7973,30749359521
7974,30718484504
7975,30413221832
7976,30229908669
7977,2520829699
7978,21969360140
